iter	Passed	Remaining
940	7205	451
941	7212	444
942	7220	436
943	7228	428
944	7235	421
945	7243	413
946	7251	405
947	7259	398
948	7267	390
949	7274	382
950	7282	375
951	7289	367
952	7297	359
953	7305	352
954	7312	344
955	7320	336
956	7327	329
957	7335	321
958	7342	313
959	7350	306
960	7358	298
961	7365	290
962	7373	283
963	7381	275
964	7389	267
965	7396	260
966	7404	252
967	7412	245
968	7419	237
969	7427	229
970	7434	222
971	7442	214
972	7449	206
973	7457	199
974	7465	191
975	7472	183
976	7480	176
977	7488	168
978	7496	160
979	7504	153
980	7512	145
981	7519	137
982	7527	130
983	7534	122
984	7542	114
985	7549	107
986	7557	99
987	7564	91
988	7572	84
989	7579	76
990	7587	68
991	7595	61
992	7603	53
993	7611	45
994	7618	38
995	7626	30
996	7634	22
997	7642	15
998	7649	7
999	7657	0
